epoch,hit_all,hit_head,hit_tail,mrr_all,mrr_head,mrr_tail,training_time
0,24.24125415089968,34.34450777702637,17.5146330481765,12.29369758544884,18.204166327316212,8.358580717431268,47.735777
1,26.893968646227506,36.498888996232246,20.499131665273044,13.105752138710264,18.722662279954193,9.366082950312762,46.253043
2,27.955826704764846,36.392619070621194,22.338714864604103,13.668243572056657,18.807781768290884,10.246402710847386,44.69984
3,27.11792416402811,34.80823108878369,21.997813082909886,13.24352301316885,17.93889586871218,10.11740193336381,45.886634
4,26.376554174067497,33.735870930344895,21.476812246735705,12.859057228335658,17.31007550847612,9.895624397710202,47.374592
5,26.137153448142712,33.272147618587574,21.38676271949572,12.742567482269552,17.09291702088049,9.846158652645713,44.732077
6,25.955672252683605,33.146555888319966,21.168071010484336,12.624002439889912,16.967053693302155,9.732452718138438,46.807823
7,25.75102324503823,32.88571152545648,21.000836174181515,12.521739208894036,16.799378980709402,9.673739641256494,47.036775
