epoch,hit_all,hit_head,hit_tail,mrr_all,mrr_head,mrr_tail,training_time
0,0.030890416248358945,0.048304511641387306,0.019296327265710428,0.0022886359719929473,0.0029754489595644027,0.0018313643932734431,0.136627
