epoch,hit_all,hit_head,hit_tail,mrr_all,mrr_head,mrr_tail,training_time
0,27.063865935593483,38.24751231765047,19.617932720138935,13.043720491023134,19.99325619494981,8.416805711879563,46.376812
1,28.897984400339794,38.12192058738286,22.756801955361166,13.442819145544437,18.712025061490856,9.934647122905895,45.548826
2,29.600741369989958,38.46005216887257,23.702321991380973,14.078516001884337,19.413449170281194,10.526583588809416,47.771016
3,28.99065564908487,37.46497922905999,23.348555991509613,13.682669633004055,18.68992918150236,10.348898256757447,48.761719
4,28.079388369758284,36.28634914501014,22.615295555412622,13.166090426924907,17.897910138059906,10.015703482179399,47.233428
5,28.025330141323657,36.04482658680321,22.686048755386892,13.113456039424149,17.63894949597345,10.100438558962207,46.242675
6,27.747316395088422,35.861269442565934,22.34514697369267,12.97074784596772,17.533268798579684,9.933077917332842,48.835708
7,27.550389991505135,35.619746884358996,22.17791213738985,12.860052948022046,17.33899075974803,9.878031639140868,46.340129
